Rank,City,Cost_of_Living_Index,Rent_Index,Cost_of_Living_Plus_Rent_Index,Groceries_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index,Year
NA,"Dubai, United Arab Emirates",66.8,50.8,59.1,51.4,67.3,92.7,2020
NA,"Louisville, KY, United States",66.7,28.7,48.5,58.9,78,116.8,2020
NA,"Nuremberg, Germany",66.7,24.8,46.7,51.7,63.5,99.8,2020
NA,"Turin, Italy",66.7,20,44.4,54.3,70.7,67.3,2020
NA,"Nottingham, United Kingdom",66.6,24.2,46.3,53.7,66.6,82.8,2020
NA,"Indianapolis, IN, United States",66.3,29.2,48.6,62,62.6,110,2020
NA,"Derby, United Kingdom",66.2,20.3,44.3,50.9,73.6,110.8,2020
NA,"Southampton, United Kingdom",66.2,31.2,49.5,51.5,66.7,101.8,2020
NA,"Mannheim, Germany",66.1,19.3,43.7,48.6,63.2,102,2020
NA,"Newcastle upon Tyne, United Kingdom",66.1,24.2,46.1,51.6,70.1,88.9,2020
NA,"Brampton, Canada",65.9,35.2,51.2,57.2,56.7,78.5,2020
NA,"Glasgow, United Kingdom",65.9,26.5,47,51.8,76,96.6,2020
NA,"San Antonio, TX, United States",65.8,36.5,51.8,62.7,64.9,116.4,2020
NA,"Orlando, FL, United States",65.7,41.5,54.1,58.3,72,102.1,2020
NA,"Vienna, Austria",65.6,30.8,49,56.5,63.3,83.2,2020
NA,"Cologne, Germany",65.1,28.6,47.7,48.1,59.5,97.8,2020
NA,"Houston, TX, United States",65.1,42.7,54.4,56.7,77.1,141.3,2020
NA,"Cardiff, United Kingdom",65.1,27.1,46.9,53.6,64.9,94.1,2020
NA,"Leeds, United Kingdom",64.8,27,46.7,51.7,69.8,102.2,2020
NA,"Berlin, Germany",64.8,32.8,49.5,50.1,55.1,98.7,2020
NA,"Salt Lake City, UT, United States",64.8,36.8,51.4,58.3,67.2,129.4,2020
NA,"Madison, WI, United States",64.7,38.1,52,56.3,69.3,124.3,2020
NA,"Essen, Germany",64.5,18.5,42.5,46.7,67.2,87.3,2020
NA,"Taipei, Taiwan",64.3,19.4,42.8,75.6,30.7,67.1,2020
NA,"Tulsa, OK, United States",64.3,26.4,46.1,63.6,59.3,118,2020
NA,"Hamilton, Canada",64.2,28.1,47,57.7,63.8,103.2,2020
NA,"Liverpool, United Kingdom",64,24.3,45,46.3,71.8,92.6,2020
NA,"Doha, Qatar",64,47.3,56,53.7,65.7,107.6,2020
NA,"Detroit, MI, United States",63.9,37.8,51.4,63.3,58.9,78.6,2020
NA,"Bremen, Germany",63.7,23.8,44.6,49.1,61,86.7,2020
NA,"Winnipeg, Canada",63.7,24.2,44.8,58.8,60.7,100.7,2020
NA,"Kitchener, Canada",63.6,28.1,46.6,55.3,68.3,96.7,2020
NA,"Beirut, Lebanon",62.8,26.2,45.3,45.3,63.2,41,2020
NA,"Leipzig, Germany",62.8,20.1,42.4,47.9,54,73.5,2020
NA,"Abu Dhabi, United Arab Emirates",62.8,45.3,54.4,51.4,63.6,93.3,2020
NA,"Nicosia, Cyprus",62.7,18.8,41.7,51.6,65.7,55.5,2020
NA,"Sheffield, United Kingdom",62.7,23.5,43.9,53.3,64.2,96,2020
NA,"Hanover, Germany",62.4,23.2,43.6,49.1,60.7,118.3,2020
NA,"Limassol, Cyprus",62,28.9,46.2,46.2,72.2,62.8,2020
NA,"Dresden, Germany",61.9,21.5,42.6,48.7,53.6,108.6,2020
NA,"Belfast, United Kingdom",61.8,25,44.2,51.9,71.8,92.9,2020
NA,"Cincinnati, OH, United States",61.6,34,48.4,56.8,60.5,131.8,2020
NA,"Naples, Italy",61.4,19.5,41.3,52.5,52.8,55.2,2020
NA,"Karlsruhe, Germany",61.3,22.9,42.9,47.7,52,116.4,2020
NA,"Aachen, Germany",61.2,20.4,41.7,49,48.1,123.9,2020
NA,"Boise, ID, United States",60.7,34.5,48.2,50.4,69.5,99,2020
NA,"London, Canada",60,26.6,44,51.3,60.2,97.8,2020
NA,"Little Rock, AR, United States",59.8,26.4,43.8,51.2,68.1,124.5,2020
NA,"Palma de Mallorca, Spain",59.3,27.8,44.3,46.1,62.8,57.7,2020
NA,"Manama, Bahrain",59,30.4,45.3,48.5,55.8,52,2020
NA,"Barcelona, Spain",58.7,31.5,45.7,44.7,56.9,67.7,2020
NA,"Kingston upon Hull, United Kingdom",58.5,18.4,39.3,43,64.6,90.3,2020
NA,"San Jose, Costa Rica",58.5,18.3,39.3,54.4,49.4,39.1,2020
NA,"Catania, Italy",58.3,15.3,37.7,41.4,64.6,69.9,2020
NA,"Madrid, Spain",58.2,32.5,45.9,45.5,60.2,73.6,2020
NA,"Kingston, Jamaica",58,16,37.9,55.3,44,30.1,2020
NA,"Granada, Spain",57.7,17.1,38.3,46.4,51.5,69.2,2020
NA,"Athens, Greece",57.2,14.9,37,43.7,57.7,45.5,2020
NA,"Panama City, Panama",57.2,27.4,43,56.9,51.5,35.2,2020
NA,"Bangkok, Thailand",57.2,26.2,42.3,56.9,28.1,34,2020
NA,"Amman, Jordan",56.7,12.6,35.6,45.6,52.6,32.7,2020
NA,"Thessaloniki, Greece",56.3,11.8,35,40.9,55.8,40.5,2020
NA,"Palermo, Italy",55.6,15.4,36.4,42.2,53,71,2020
NA,"Ljubljana, Slovenia",54.8,21.3,38.8,44.8,47.1,63.9,2020
NA,"Patras, Greece",54.3,8.7,32.5,38.5,45.5,43.2,2020
NA,"Heraklion, Greece",53.8,11.8,33.7,40.1,46.2,48.7,2020
NA,"Paphos, Cyprus",53.4,14.3,34.7,43.2,51,56.9,2020
NA,"Sharjah, United Arab Emirates",52.8,23.9,39,38.6,43,84.1,2020
NA,"Tallinn, Estonia",52.5,17.5,35.8,37.4,56.1,71.1,2020
NA,"El Paso, TX, United States",52.4,22.7,38.2,52.6,39.9,127.7,2020
NA,"Alicante, Spain",52.3,16.7,35.3,40.8,57.1,77.6,2020
NA,"Las Palmas de Gran Canaria, Spain",52.2,21.2,37.4,45.8,53,61.3,2020
NA,"Kuwait City, Kuwait",52.1,30.9,42,36.5,51.7,73.7,2020
NA,"Valencia, Spain",52,21.5,37.4,41,47.9,76.6,2020
NA,"Braga, Portugal",51.9,15.5,34.5,45,37.3,53.3,2020
NA,"Lisbon, Portugal",51.9,31.9,42.3,39.3,46.7,46.3,2020
NA,"Montevideo, Uruguay",51.6,15.3,34.2,40.9,47.1,40.4,2020
NA,"Muscat, Oman",51.1,20.3,36.3,45.9,47.7,82.7,2020
NA,"Seville (Sevilla), Spain",50.9,20.2,36.3,41.5,46.6,74.4,2020
NA,"Pattaya, Thailand",50.2,16.8,34.2,49.2,31.9,23.7,2020
NA,"Malaga, Spain",50.2,22.4,36.9,40,49.1,67.8,2020
NA,"Zagreb, Croatia",50.1,15.8,33.7,40.4,42.6,57.5,2020
NA,"Split, Croatia",50.1,14.6,33.1,40.4,46.6,45.2,2020
NA,"Shanghai, China",50.1,35.7,43.2,52.5,36.5,54.4,2020
NA,"Jeddah (Jiddah), Saudi Arabia",50,10.6,31.1,37.8,33.7,95.1,2020
NA,"Tartu, Estonia",50,13.1,32.4,37.9,47.4,68.4,2020
NA,"Porto, Portugal",49.8,24.6,37.7,39.6,41.6,45.6,2020
NA,"Maribor, Slovenia",49.7,11.4,31.4,39,42,75.7,2020
NA,"Phuket, Thailand",49.4,15.7,33.3,48.7,29.2,35.9,2020
NA,"Riga, Latvia",49.3,13.7,32.2,35.1,47,53.6,2020
NA,"Santa Cruz de Tenerife, Spain",49.2,18.6,34.6,40.4,50.6,67.8,2020
NA,"Ajman, United Arab Emirates",49.1,43.1,46.2,36.6,38.6,49.7,2020
NA,"Prague, Czech Republic",49,26.5,38.3,39.6,39.1,66.4,2020
NA,"Ad Dammam, Saudi Arabia",48.9,13.1,31.8,40.6,33.4,107.4,2020
NA,"Coimbra, Portugal",48.8,15.2,32.8,39.7,40,52.6,2020
NA,"Rijeka, Croatia",48.7,10.8,30.6,40.5,38.7,50.6,2020
NA,"Bratislava, Slovakia",48.3,21.9,35.7,39.9,40.4,63.9,2020
NA,"Riyadh, Saudi Arabia",48.2,13.2,31.5,37.7,34.8,90,2020
NA,"San Salvador, El Salvador",47.9,14.5,31.9,48.1,33.2,24,2020
NA,"Moscow, Russia",47.7,31.4,39.9,35.7,48.8,52.3,2020
NA,"Pretoria, South Africa",46.9,14.9,31.6,33.8,40.2,82.9,2020
NA,"Phnom Penh, Cambodia",46.9,18.2,33.2,43.3,26.4,14.6,2020
NA,"Chiang Mai, Thailand",46.6,13.1,30.6,49.8,22.5,33.9,2020
NA,"Brno, Czech Republic",46,19.6,33.4,38.5,35.4,65.5,2020
NA,"Johannesburg, South Africa",45.6,17.4,32.1,34.9,42.5,72.7,2020
NA,"Sao Paulo, Brazil",45.5,16.3,31.5,33.3,39.7,32,2020
NA,"Osijek, Croatia",45.2,8.8,27.8,36.9,33.9,50.4,2020
NA,"Santo Domingo, Dominican Republic",45.2,12.6,29.6,37.8,37.4,24.3,2020
NA,"Santiago, Chile",45.2,15.2,30.8,37.9,44.9,43,2020
NA,"Beijing, China",44.9,35,40.1,43.1,35.9,60.7,2020
NA,"Cape Town, South Africa",44.7,26.4,36,36.2,45.4,68.5,2020
NA,"Kaunas, Lithuania",44.6,12,29,35.7,40.5,57,2020
NA,"Kosice, Slovakia",44.5,15,30.4,35.5,33.4,52.2,2020
NA,"Jakarta, Indonesia",44.5,19.4,32.5,45.4,25.1,27.3,2020
NA,"Vilnius, Lithuania",44.5,16.2,31,33.6,45.4,63,2020
NA,"Olomouc, Czech Republic",44.4,13.4,29.6,38.9,29.7,67,2020
NA,"Shenzhen, China",44.4,24.7,35,44.4,34.7,64.8,2020
NA,"Guatemala City, Guatemala",44.3,15.5,30.5,39.3,34.9,40.2,2020
NA,"Warsaw, Poland",44.1,21.7,33.4,34.5,38.9,63,2020
NA,"Windhoek, Namibia",43.9,17.5,31.3,39.9,38.1,56.1,2020
NA,"Quito, Ecuador",43.9,12.7,29,39.3,33.7,39,2020
NA,"Guayaquil, Ecuador",43.7,14.3,29.7,38.2,29.2,33.1,2020
NA,"Budapest, Hungary",43.4,17.6,31.1,33,36.8,52.1,2020
NA,"Vladivostok, Russia",43.4,16.2,30.4,37.2,40.9,38.4,2020
NA,"Paramaribo, Suriname",43.1,7.8,26.2,45.8,35,22.9,2020
NA,"Ostrava, Czech Republic",43,11.1,27.8,37.2,30,67.4,2020
NA,"Rio de Janeiro, Brazil",42.7,14.2,29.1,31.3,32.9,33,2020
NA,"Lima, Peru",42.6,15.7,29.7,38,28.6,31.7,2020
NA,"Kuala Lumpur, Malaysia",42.5,15.2,29.4,40.8,27.3,67.3,2020
NA,"Gdynia, Poland",42.3,16.1,29.8,32.7,34.6,53.9,2020
NA,"Nairobi, Kenya",42.1,13.2,28.3,38.1,35.1,24.8,2020
NA,"Baghdad, Iraq",42,13.7,28.5,33.4,32.7,36.9,2020
NA,"Saint Petersburg, Russia",41.7,18.4,30.6,32.9,40.6,45.4,2020
NA,"Tehran, Iran",41.7,19.6,31.1,36.4,26.4,18.8,2020
NA,"Erbil (Irbil), Iraq",41.6,11.5,27.2,35.5,31.6,44.6,2020
NA,"Gdansk, Poland",41.4,17.2,29.8,30.8,35.7,62.7,2020
NA,"Krakow (Cracow), Poland",41.3,17.9,30.1,31.5,35.9,60.9,2020
NA,"Guangzhou, China",41.3,17.3,29.8,42.8,28,63.8,2020
NA,"Wroclaw, Poland",41.2,17.8,30,32,36.7,60.5,2020
NA,"Penang, Malaysia",41.1,9.1,25.8,43.2,23,65,2020
NA,"Campinas, Brazil",41.1,9.9,26.2,28.3,34.2,41.3,2020
NA,"Nanjing, China",40.9,15.6,28.8,37.9,28.8,58.8,2020
NA,"Poznan, Poland",40.3,15.7,28.5,29.8,35.5,59.6,2020
NA,"Durban, South Africa",40,14,27.6,30.8,37.4,72.6,2020
NA,"Curitiba, Brazil",40,9.1,25.2,30.4,32,32.9,2020
NA,"Sofia, Bulgaria",40,13.3,27.2,32.4,34.4,55.8,2020
NA,"Hanoi, Vietnam",39.9,11.4,26.3,39.3,19.7,29,2020
NA,"Bydgoszcz, Poland",39.8,13.4,27.2,32.1,29.6,65.1,2020
NA,"Chengdu, China",39.8,10.3,25.7,43.8,24.7,60.5,2020
NA,"Podgorica, Montenegro",39.7,10.9,25.9,31,31.9,40.1,2020
NA,"Porto Alegre, Brazil",39.5,10.3,25.5,29.6,30.5,34.3,2020
NA,"Lodz, Poland",39.3,12.6,26.5,29.6,31.5,55.7,2020
NA,"Bucharest, Romania",39.2,13.2,26.8,31.8,37.6,52.8,2020
NA,"Debrecen, Hungary",39.2,11.1,25.7,29.7,36.1,45.8,2020
NA,"Nizhny Novgorod, Russia",39.1,12.3,26.3,30.8,38.8,37.1,2020
NA,"Constanta, Romania",39,7.9,24.1,30.1,43.8,40.9,2020
NA,"Belgrade, Serbia",39,11.9,26.1,27.5,33.9,36,2020
NA,"Manila, Philippines",39,21.3,30.5,33.3,25.6,25.1,2020
NA,"Tijuana, Mexico",38.9,11.8,25.9,35.8,35.1,37,2020
NA,"Szeged, Hungary",38.8,9.7,24.9,32.8,29.2,41.9,2020
NA,"Monterrey, Mexico",38.7,13.1,26.5,35.3,34.9,56.3,2020
NA,"Cancun, Mexico",38.7,13.1,26.5,34.3,33.8,37.9,2020
NA,"Tirana, Albania",38.7,10.1,25,30.2,29.7,28.8,2020
NA,"Sarajevo, Bosnia And Herzegovina",38.6,9.2,24.5,29.8,27.4,42.5,2020
NA,"Volgograd, Russia",38.6,9.3,24.6,27.9,53.2,30.7,2020
NA,"Mexico City, Mexico",38.6,20.4,29.9,33.7,33.1,42.9,2020
NA,"Yekaterinburg, Russia",38.5,11.2,25.4,28.8,36.6,45.4,2020
NA,"Cebu, Philippines",38.4,13.2,26.4,33.1,25.8,24.6,2020
NA,"Szczecin, Poland",38.3,13.1,26.2,29,31.2,54.1,2020
NA,"Ho Chi Minh City, Vietnam",38.2,16.7,27.9,36.3,20.7,26.6,2020
NA,"Krasnoyarsk, Russia",38.2,9.5,24.4,34.1,36.5,39.9,2020
NA,"Belo Horizonte, Brazil",38.1,9.7,24.5,27,31.3,23.5,2020
NA,"Samara, Russia",38,11.4,25.3,29.9,39.5,34.1,2020
NA,"Istanbul, Turkey",38,9.8,24.5,32.3,28.3,38.2,2020
NA,"Casablanca, Morocco",37.9,12.9,25.9,31.7,30.3,33.6,2020
NA,"Rostov-na-donu, Russia",37.7,9.9,24.4,29.7,39.3,37.8,2020
NA,"Queretaro (Santiago de Querétaro), Mexico",37.5,10.7,24.7,35.4,31.2,49.2,2020
NA,"Kaliningrad, Russia",37.2,8.2,23.3,31,32.2,38,2020
NA,"Novosibirsk, Russia",37.1,11.9,25.1,31.4,32.2,37.4,2020
NA,"Katowice, Poland",37.1,11.8,25,26.9,32,63.8,2020
NA,"Tangier, Morocco",36.9,8.6,23.4,31.4,28.1,31.2,2020
NA,"Varna, Bulgaria",36.8,8.5,23.2,30.5,31,47.2,2020
NA,"Banja Luka, Bosnia And Herzegovina",36.7,7.7,22.8,28.6,26,40.5,2020
NA,"Rabat, Morocco",36.7,12.2,25,31.9,24.6,38.4,2020
NA,"Irkutsk, Russia",36.6,10.5,24.1,30.8,33.7,36.7,2020
NA,"Lagos, Nigeria",36.6,27.1,32,36.1,28.9,13.3,2020
NA,"Lublin, Poland",36.5,12.4,25,27.9,28.4,65,2020
NA,"Plovdiv, Bulgaria",36.5,8.3,23,29.6,29.6,48,2020
NA,"Kazan, Russia",36.5,10.7,24.1,30.3,36.1,39.3,2020
NA,"Cluj-Napoca, Romania",36.4,13.8,25.6,30,32.4,53.8,2020
NA,"Perm, Russia",36.4,9.2,23.4,30.1,33.6,40,2020
NA,"Ufa, Russia",36.3,10,23.7,29.8,38.9,36.3,2020
NA,"Brasov, Romania",36.3,10.1,23.8,29.6,32.8,50.4,2020
NA,"Minsk, Belarus",36.2,11.8,24.5,28.8,42.6,37.8,2020
NA,"Voronezh, Russia",36.2,8.2,22.8,31,32,37.7,2020
NA,"Kiev (Kyiv), Ukraine",36.2,18.4,27.7,28.1,30.6,40.2,2020
NA,"Guadalajara, Mexico",36.2,11.2,24.2,33.1,33.1,44.3,2020
NA,"Iasi, Romania",36.1,9.6,23.4,29.1,30.7,48.4,2020
NA,"Krasnodar, Russia",35.8,10.5,23.7,28.9,34.8,39.2,2020
NA,"Chelyabinsk, Russia",35.8,7.9,22.4,30,28.2,40.1,2020
NA,"Bandung, Indonesia",35.7,9.7,23.3,36.9,16.9,25.8,2020
NA,"Saratov, Russia",35.7,7.3,22.1,28.2,32.6,31.3,2020
NA,"Sibiu, Romania",35.6,9.3,23,30.9,30.5,50,2020
NA,"Timisoara, Romania",35.5,10.5,23.6,29.5,30.3,55.8,2020
NA,"Novi Sad, Serbia",35.5,8.9,22.8,26.1,28,41.3,2020
NA,"Tomsk, Russia",35.5,8.4,22.5,30.1,30.9,42.4,2020
NA,"Burgas, Bulgaria",35.4,6.7,21.7,29.7,29,39.9,2020
NA,"Oradea, Romania",35.4,7.5,22.1,31.5,25.9,43,2020
NA,"Bursa, Turkey",35.3,6,21.3,31.6,23.4,44.6,2020
NA,"Odessa (Odesa), Ukraine",35.1,11.7,23.9,27.3,29,32.3,2020
NA,"Ankara, Turkey",35.1,6.3,21.3,30.3,25.9,44.2,2020
NA,"Ulaanbaatar, Mongolia",35,10.1,23.1,34,24,31.2,2020
NA,"Cuenca, Ecuador",34.9,11.4,23.7,30.5,24.8,33.9,2020
NA,"Arad, Romania",34.7,6.6,21.2,31.2,23.8,47.4,2020
NA,"Izhevsk, Russia",34.7,7.1,21.5,29.3,31.3,37.2,2020
NA,"Buenos Aires, Argentina",34.6,9.1,22.4,26.9,33.1,46.7,2020
NA,"Skopje, North Macedonia",34.5,8.2,22,27,27.2,38.4,2020
NA,"Puebla, Mexico",34.5,8.2,21.9,31.6,25.4,38.2,2020
NA,"Dhaka, Bangladesh",34.5,5.7,20.7,31.6,20,33.5,2020
NA,"Chisinau, Moldova",34.4,8.7,22.1,26.8,27.8,27.8,2020
NA,"Colombo, Sri Lanka",34.3,11,23.1,38.6,21.1,22.6,2020
NA,"Yogyakarta, Indonesia",33.9,8.8,21.9,38.8,15.3,13.1,2020
NA,"Agadir, Morocco",33.7,7.5,21.2,27.9,28.5,31,2020
NA,"Merida, Mexico",33.7,8.3,21.5,31.8,28.7,35.7,2020
NA,"Kharkiv, Ukraine",33.3,11.7,23,24.5,25.3,31.5,2020
NA,"Izmir, Turkey",33.3,6.8,20.6,28.9,21.7,41,2020
NA,"Nis, Serbia",33.2,5.5,19.9,24.2,27.3,35.8,2020
NA,"Bogota, Colombia",33.2,12.1,23.1,26.1,25,28.9,2020
NA,"Yerevan, Armenia",33,10.9,22.4,25.6,30.6,28.3,2020
NA,"Mykolaiv, Ukraine",32.8,6.3,20.2,25,31.8,26.4,2020
NA,"Craiova, Romania",32.7,7.7,20.8,27.8,25.6,48.6,2020
NA,"Dnipro, Ukraine",32.7,9.8,21.8,25,26.7,35.5,2020
NA,"Vinnytsia, Ukraine",32.6,7.4,20.6,26.7,25.3,28.2,2020
NA,"Lviv, Ukraine",32.6,12,22.8,26.5,24.5,32.2,2020
NA,"Astana (Nur-Sultan), Kazakhstan",32.3,10.6,21.9,24.6,33.2,46.5,2020
NA,"Antalya, Turkey",32.2,5.8,19.6,29.5,21.2,42.4,2020
NA,"Algiers, Algeria",32.1,8.1,20.6,32.4,19.3,28.1,2020
NA,"Almaty, Kazakhstan",31.7,10.3,21.5,25.6,30,37.4,2020
NA,"Baku, Azerbaijan",31.3,10,21.1,24.5,32.2,29.8,2020
NA,"Asuncion, Paraguay",31.2,10.1,21.1,25.5,25.4,33.3,2020
NA,"Ternopil, Ukraine",31.1,5.8,19,26.2,20.3,23.8,2020
NA,"Cairo, Egypt",30.9,6.5,19.2,26.4,25.4,24.5,2020
NA,"Kathmandu, Nepal",30.9,5.4,18.7,27,21.4,21.1,2020
NA,"Zaporizhzhya, Ukraine",30.6,4.5,18.1,25.5,19.8,30.8,2020
NA,"Gurgaon, India",30.3,9.6,20.4,28.3,23.7,91.6,2020
NA,"Medellin, Colombia",30.2,10.1,20.6,25.7,23.6,29.9,2020
NA,"Pristina, Kosovo (Disputed Territory)",29.1,8.8,19.4,27.2,23.2,52.5,2020
NA,"Mumbai, India",28.8,21,25.1,26.9,26.6,41.7,2020
NA,"Cali, Colombia",28.6,7.3,18.4,22.7,20.5,36.2,2020
NA,"Alexandria, Egypt",28.6,4.9,17.3,26.1,21.4,20.3,2020
NA,"Chandigarh, India",28.4,6.1,17.7,29.3,19.3,46.1,2020
NA,"Tunis, Tunisia",28.3,6.4,17.9,26.3,16.6,34.3,2020
NA,"Tbilisi, Georgia",28.3,10.8,19.9,22.2,26.5,26.7,2020
NA,"Delhi, India",28.2,8.2,18.6,26.2,24.8,54.7,2020
NA,"Damascus, Syria",27.7,7.9,18.2,24,23.5,10.8,2020
NA,"Caracas, Venezuela",27.7,7.9,18.2,29.4,24.2,2.4,2020
NA,"Noida, India",27.6,5.9,17.3,24.6,22.6,66.9,2020
NA,"Pune, India",27.6,7.3,17.9,27.7,22.7,63.7,2020
NA,"Bishkek, Kyrgyzstan",27.5,9.2,18.7,24.1,22.1,24.6,2020
NA,"Thane, India",27.4,9,18.6,26.4,22.9,58.3,2020
NA,"Bangalore, India",27.2,8.9,18.5,27.2,20.8,68.1,2020
NA,"Tashkent, Uzbekistan",26.9,7.6,17.6,22.6,21.6,25,2020
NA,"Indore, India",25.9,4,15.4,26.8,16.4,43.4,2020
NA,"Goa, India",25.8,5.8,16.3,25.7,23.9,44.2,2020
NA,"Ahmedabad, India",25.6,7.2,16.8,25.9,17.7,38.5,2020
NA,"Navi Mumbai, India",25.4,7.7,16.9,26.5,17.8,100.8,2020
NA,"Chennai, India",25.3,6.6,16.4,26,15.9,53.1,2020
NA,"Hyderabad, India",25.3,6.4,16.3,26.2,16.7,57.9,2020
NA,"Jaipur, India",25.2,4.8,15.5,24.1,16.7,55,2020
NA,"Vadodara, India",24.7,3.9,14.8,25.9,17.1,60.5,2020
NA,"Patna, India",24.6,3.9,14.7,24,17.9,44.4,2020
NA,"Guwahati, India",24.5,4,14.7,25.9,14.9,49.6,2020
NA,"Kolkata, India",24.4,5.4,15.3,23.9,20.1,45.4,2020
NA,"Rajkot, India",24.3,4.2,14.7,24,17.6,51,2020
NA,"Kochi, India",24.3,5,15,26.5,14.2,46.2,2020
NA,"Coimbatore, India",24.2,5.2,15.1,26,14.6,45.2,2020
NA,"Surat, India",23.8,3.8,14.2,24.1,17.8,48.6,2020
NA,"Mangalore, India",23.5,4.4,14.4,25.1,16.7,58.9,2020
NA,"Nagpur, India",23.5,4.2,14.3,22.8,19.7,63.5,2020
NA,"Lahore, Pakistan",23.4,4.8,14.5,19.7,18,28.4,2020
NA,"Bhopal, India",23.4,3.5,13.9,23,15.6,50.6,2020
NA,"Lucknow (Lakhnau), India",23.3,4.7,14.4,21.5,18.4,53,2020
NA,"Mysore, India",23.3,4.8,14.5,24,15.2,51.1,2020
NA,"Bhubaneswar, India",23.2,3.9,14,24.7,13.3,57.7,2020
NA,"Karachi, Pakistan",23.1,4.6,14.2,20,19.2,29.3,2020
NA,"Islamabad, Pakistan",22.9,6,14.8,22.2,17.2,30.3,2020
NA,"Vijayawada, India",22.3,5.1,14.1,23,13.2,47.4,2020
NA,"Visakhapatnam, India",21.1,4.1,13,21.4,13.5,52,2020
NA,"Thiruvananthapuram, India",19.8,4.3,12.4,20.3,10.7,62.7,2020
NA,"Hamilton, Bermuda",146.3,89.1,119,153.3,145.4,91.2,2021
NA,"Basel, Switzerland",136.7,50.1,95.3,137,133.8,100.7,2021
NA,"Zurich, Switzerland",135.5,70.2,104.3,135.1,132.5,117.9,2021
NA,"Lausanne, Switzerland",132.9,57.9,97,135.6,130.8,104.4,2021
NA,"Geneva, Switzerland",131.7,70.1,102.3,133.2,128,109.7,2021
NA,"Lugano, Switzerland",128.4,44.1,88.2,127.7,122.7,106.7,2021
NA,"Bern, Switzerland",126.2,46,87.9,121.1,120.7,117.4,2021
NA,"Tromso, Norway",113.1,37.9,77.2,109.8,115.5,74.4,2021
NA,"Stavanger, Norway",107.9,37,74.1,99.8,113.6,79.2,2021
NA,"Trondheim, Norway",107.1,38.6,74.4,101.9,105.9,78.3,2021
NA,"Oslo, Norway",106.1,44.9,76.9,100.8,111,82.7,2021
NA,"Bergen, Norway",104.1,35.4,71.3,95.7,106.4,86.5,2021
NA,"New York, NY, United States",100,100,100,100,100,100,2021
NA,"Reykjavik, Iceland",98.8,48.3,74.7,89.3,111,69.8,2021
NA,"Nagoya, Japan",97.9,64.4,81.9,108.1,47.1,47.7,2021
NA,"Copenhagen, Denmark",97.5,51.9,75.7,77.3,109.2,85,2021
NA,"Honolulu, HI, United States",95.9,65.6,81.4,101.6,83.1,76.4,2021
NA,"Aarhus, Denmark",95,35.6,66.7,75.6,104.4,86.5,2021
NA,"Paris, France",94.2,51.8,73.9,91.6,87.6,69.3,2021
NA,"Tel Aviv-Yafo, Israel",93.6,46.8,71.3,82.5,98,63.9,2021
NA,"San Francisco, CA, United States",93.3,109.3,101,93.5,90.9,127,2021
NA,"Aalborg, Denmark",93.2,27,61.6,81,104.2,102.5,2021
NA,"Anchorage, AK, United States",92.2,37.6,66.1,95.3,75,107.7,2021
NA,"Tokyo, Japan",91.3,42.8,68.2,96.4,51.3,76.4,2021
NA,"Luxembourg, Luxembourg",89.6,63.3,77,82,95,100.5,2021
NA,"Oakland, CA, United States",89.6,84.1,87,95,74.6,92.3,2021
NA,"Seattle, WA, United States",89.5,68.7,79.6,85.6,88.1,121.2,2021
NA,"Boston, MA, United States",89.3,77.4,83.6,90,90.7,99.4,2021
NA,"Darwin, Australia",89.1,34.6,63.1,88.5,86.7,112.1,2021
NA,"Sydney, Australia",89.1,62.7,76.5,82,75.5,96.3,2021
NA,"Nassau, Bahamas",88.8,37.4,64.3,76.2,89.4,44.9,2021
NA,"Seoul, South Korea",88.4,32.8,61.8,111.7,48,69.9,2021
NA,"Queens, NY, United States",88,75.7,82.1,78.9,87.1,112.1,2021
NA,"Stockholm, Sweden",87.5,42.1,65.8,77.8,89.6,80.8,2021
NA,"Valletta, Malta",86.9,45.9,67.3,74.1,91.1,29.8,2021
NA,"Amsterdam, Netherlands",86.8,59.2,73.6,65.8,94,79.1,2021
NA,"London, United Kingdom",86.7,72.2,79.8,64.4,89.7,80.1,2021
NA,"Newcastle, Australia",86.3,42.5,65.4,80.5,85.5,110,2021
NA,"Dublin, Ireland",86,66.3,76.6,71.2,84.5,67.7,2021
NA,"Cork, Ireland",85.9,44.8,66.2,72.4,87.1,72.4,2021
NA,"Singapore, Singapore",85.6,64.8,75.6,75.3,62.1,83.6,2021
NA,"Osaka, Japan",85.5,24.5,56.4,87.7,49.5,78,2021
NA,"Antibes, France",85,34.8,61,75.9,80.5,81.4,2021
NA,"Odense, Denmark",85,30.5,59,67.2,98.7,86.9,2021
NA,"Uppsala, Sweden",84.9,29.6,58.5,77.9,81.1,79.9,2021
NA,"Haifa, Israel",84.8,22.6,55.1,69.8,89.6,76.7,2021
NA,"Auckland, New Zealand",84.8,44.2,65.4,81.4,70.7,81.7,2021
NA,"Brisbane, Australia",84.7,38,62.4,82.9,79.7,96.9,2021
NA,"Perth, Australia",84.6,32.7,59.8,78,78.3,99.4,2021
NA,"Canberra, Australia",84.6,45.4,65.9,84.3,83.8,94.9,2021
NA,"Washington, DC, United States",84.4,76.7,80.7,81.6,81.5,112.5,2021
NA,"Dubrovnik, Croatia",84.3,26.6,56.7,79.4,82.9,31.9,2021
